state,metropolitan_nonmetropolitan,county,violent_crime,murder_and_nonnegligent_manslaughter,rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,year
MARYLAND,Metropolitan County,Montgomery County Police Department,1682,19,320,510,833,16148,1220,12235,2693,8,2024
MARYLAND,Metropolitan County,Prince George's County Police Department,2872,100,180,1363,1229,16672,1204,9127,6341,5,2024
MARYLAND,Metropolitan County,Queen Anne's,42,2,16,2,22,274,38,225,11,0,2024
MARYLAND,Metropolitan County,St. Mary's,257,3,49,22,183,1187,181,920,86,5,2024
MARYLAND,Metropolitan County,Washington,153,1,8,17,127,782,104,587,91,1,2024
MARYLAND,Metropolitan County,Wicomico,71,1,5,5,60,450,139,273,38,2,2024
MARYLAND,Nonmetropolitan County,Allegany,17,0,4,2,11,79,34,35,10,0,2024
MARYLAND,Nonmetropolitan County,Caroline,27,0,3,2,22,134,41,81,12,4,2024
MARYLAND,Nonmetropolitan County,Dorchester,22,0,0,2,20,114,34,67,13,0,2024
MARYLAND,Nonmetropolitan County,Garrett,7,1,3,0,3,127,34,89,4,0,2024
MARYLAND,Nonmetropolitan County,Kent,0,0,0,0,0,32,6,23,3,0,2024
MARYLAND,Nonmetropolitan County,Talbot,20,0,4,3,13,99,22,72,5,0,2024
MARYLAND,Nonmetropolitan County,Worcester,32,0,10,0,22,166,31,127,8,0,2024
MICHIGAN,Metropolitan County,Barry,55,1,16,0,38,280,65,192,23,0,2024
MICHIGAN,Metropolitan County,Bay,30,0,7,0,23,421,91,291,39,7,2024
MICHIGAN,Metropolitan County,Benzie,45,0,14,0,31,51,5,45,1,2,2024
MICHIGAN,Metropolitan County,Berrien,92,1,25,6,60,486,56,400,30,2,2024
MICHIGAN,Metropolitan County,Calhoun,127,0,38,3,86,435,126,252,57,1,2024
MICHIGAN,Metropolitan County,Cass,45,0,17,1,27,323,72,196,55,2,2024
MICHIGAN,Metropolitan County,Clinton,35,0,12,0,23,136,18,109,9,0,2024
MICHIGAN,Metropolitan County,Eaton,99,3,23,8,65,716,70,519,127,4,2024
MICHIGAN,Metropolitan County,Genesee,93,4,20,5,64,264,26,178,60,5,2024
MICHIGAN,Metropolitan County,Ingham,165,0,24,6,135,395,49,288,58,2,2024
MICHIGAN,Metropolitan County,Ionia,41,0,17,0,24,207,20,166,21,2,2024
MICHIGAN,Metropolitan County,Jackson,157,2,21,3,131,376,61,268,47,5,2024
MICHIGAN,Metropolitan County,Kalamazoo,339,2,40,19,278,1950,347,1368,235,8,2024
MICHIGAN,Metropolitan County,Kalkaska,59,0,13,0,46,181,24,130,27,1,2024
MICHIGAN,Metropolitan County,Kent,409,0,105,13,291,2171,174,1794,203,13,2024
MICHIGAN,Metropolitan County,Lapeer,51,1,15,0,35,181,40,120,21,1,2024
MICHIGAN,Metropolitan County,Leelanau,19,0,2,0,17,43,10,32,1,1,2024
MICHIGAN,Metropolitan County,Livingston,94,0,24,2,68,420,35,360,25,0,2024
MICHIGAN,Metropolitan County,Macomb,229,1,41,13,174,837,62,606,169,5,2024
MICHIGAN,Metropolitan County,Midland,63,1,24,0,38,170,42,115,13,3,2024
MICHIGAN,Metropolitan County,Monroe,224,0,35,12,177,941,151,721,69,4,2024
MICHIGAN,Metropolitan County,Montcalm,69,0,22,1,46,153,36,103,14,0,2024
MICHIGAN,Metropolitan County,Muskegon,42,1,13,1,27,234,48,165,21,4,2024
MICHIGAN,Metropolitan County,Oakland,27,0,0,0,27,60,0,42,18,3,2024
MICHIGAN,Metropolitan County,Ottawa,524,2,131,14,377,1714,226,1366,122,8,2024
MICHIGAN,Metropolitan County,St. Clair,161,0,28,2,131,418,78,309,31,7,2024
MICHIGAN,Metropolitan County,Washtenaw,639,7,66,30,536,1057,151,679,227,9,2024
MICHIGAN,Metropolitan County,Wayne,63,0,3,0,60,0,0,0,0,0,2024
MICHIGAN,Nonmetropolitan County,Alcona,11,0,5,0,6,58,6,47,5,0,2024
MICHIGAN,Nonmetropolitan County,Alger,2,0,0,0,2,5,1,3,1,0,2024
MICHIGAN,Nonmetropolitan County,Allegan,84,1,6,5,72,594,124,414,56,7,2024
MICHIGAN,Nonmetropolitan County,Alpena,22,0,7,0,15,60,4,51,5,0,2024
MICHIGAN,Nonmetropolitan County,Arenac,36,0,7,0,29,70,22,33,15,0,2024
MICHIGAN,Nonmetropolitan County,Charlevoix,33,0,17,0,16,37,5,30,2,0,2024
MICHIGAN,Nonmetropolitan County,Cheboygan,20,0,3,0,17,21,3,16,2,0,2024
MICHIGAN,Nonmetropolitan County,Chippewa,14,0,3,0,11,10,3,4,3,0,2024
MICHIGAN,Nonmetropolitan County,Crawford,26,0,7,1,18,20,5,13,2,1,2024
MICHIGAN,Nonmetropolitan County,Delta,10,0,2,0,8,17,2,15,0,0,2024
MICHIGAN,Nonmetropolitan County,Emmet,26,0,5,0,21,67,5,62,0,0,2024
MICHIGAN,Nonmetropolitan County,Gladwin,35,0,6,0,29,69,25,37,7,3,2024
MICHIGAN,Nonmetropolitan County,Gogebic,4,0,0,0,4,5,2,2,1,0,2024
MICHIGAN,Nonmetropolitan County,Gratiot,29,0,10,0,19,157,21,127,9,3,2024
MICHIGAN,Nonmetropolitan County,Hillsdale,29,1,12,0,16,139,36,87,16,2,2024
MICHIGAN,Nonmetropolitan County,Houghton,13,0,4,0,9,29,5,20,4,1,2024
MICHIGAN,Nonmetropolitan County,Huron,13,0,4,0,9,48,6,35,7,0,2024
MICHIGAN,Nonmetropolitan County,Iosco,1,0,1,0,0,4,1,3,0,0,2024
MICHIGAN,Nonmetropolitan County,Isabella,39,1,11,1,26,177,20,140,17,2,2024
MICHIGAN,Nonmetropolitan County,Lenawee,50,0,7,0,43,179,68,100,11,0,2024
MICHIGAN,Nonmetropolitan County,Luce,9,0,1,0,8,37,9,27,1,0,2024
MICHIGAN,Nonmetropolitan County,Mackinac,4,0,0,0,4,65,7,54,4,0,2024
MICHIGAN,Nonmetropolitan County,Manistee,25,0,9,0,16,64,10,48,6,0,2024
MICHIGAN,Nonmetropolitan County,Marquette,27,0,5,0,22,120,15,99,6,1,2024
MICHIGAN,Nonmetropolitan County,Mason,33,0,5,0,28,113,15,93,5,1,2024
MICHIGAN,Nonmetropolitan County,Mecosta,100,1,11,1,87,248,37,200,11,3,2024
MICHIGAN,Nonmetropolitan County,Missaukee,29,0,3,0,26,81,12,62,7,0,2024
MICHIGAN,Nonmetropolitan County,Montmorency,2,0,1,0,1,10,3,7,0,1,2024
MICHIGAN,Nonmetropolitan County,Oceana,56,1,15,2,38,136,25,99,12,0,2024
MICHIGAN,Nonmetropolitan County,Ogemaw,16,1,0,0,15,76,18,56,2,1,2024
MICHIGAN,Nonmetropolitan County,Ontonagon,1,0,0,0,1,3,0,2,1,0,2024
MICHIGAN,Nonmetropolitan County,Osceola,35,0,12,0,23,108,31,66,11,1,2024
MICHIGAN,Nonmetropolitan County,Oscoda,18,0,2,0,16,35,7,23,5,0,2024
MICHIGAN,Nonmetropolitan County,Otsego,17,1,1,0,15,35,6,25,4,0,2024
MICHIGAN,Nonmetropolitan County,Presque Isle,5,0,4,0,1,22,2,19,1,0,2024
MICHIGAN,Nonmetropolitan County,Roscommon,29,1,13,1,14,79,9,60,10,0,2024
MICHIGAN,Nonmetropolitan County,Sanilac,53,0,6,0,47,58,13,39,6,0,2024
MICHIGAN,Nonmetropolitan County,Shiawassee,36,0,8,1,27,161,12,133,16,1,2024
MICHIGAN,Nonmetropolitan County,St. Joseph,78,1,15,1,61,212,65,112,35,2,2024
MICHIGAN,Nonmetropolitan County,Tuscola,64,1,9,0,54,110,31,61,18,4,2024
MICHIGAN,Nonmetropolitan County,Wexford,35,0,8,0,27,128,12,108,8,0,2024
MINNESOTA,Metropolitan County,Anoka,58,0,9,0,49,462,45,399,18,3,2024
MINNESOTA,Metropolitan County,Benton,14,0,4,1,9,49,13,30,6,0,2024
MINNESOTA,Metropolitan County,Blue Earth,22,0,6,1,15,79,22,52,5,0,2024
MINNESOTA,Metropolitan County,Carlton,25,0,8,0,17,91,23,63,5,0,2024
MINNESOTA,Metropolitan County,Carver,60,1,10,3,46,330,49,266,15,6,2024
MINNESOTA,Metropolitan County,Chisago,27,0,7,0,20,94,22,66,6,4,2024
MINNESOTA,Metropolitan County,Clay,4,0,0,1,3,51,23,24,4,0,2024
MINNESOTA,Metropolitan County,Dakota,15,1,2,0,12,12,2,8,2,0,2024
MINNESOTA,Metropolitan County,Dodge,13,0,5,0,8,44,7,35,2,0,2024
MINNESOTA,Metropolitan County,Fillmore,8,0,0,0,8,8,2,6,0,0,2024
MINNESOTA,Metropolitan County,Hennepin,46,0,3,1,42,16,1,9,6,1,2024
MINNESOTA,Metropolitan County,Houston,6,0,2,1,3,51,10,39,2,0,2024
MINNESOTA,Metropolitan County,Isanti,21,0,9,0,12,106,19,74,13,2,2024
MINNESOTA,Metropolitan County,Le Sueur,5,0,3,0,2,34,8,24,2,0,2024
MINNESOTA,Metropolitan County,Mille Lacs,47,0,5,0,42,148,34,95,19,3,2024
MINNESOTA,Metropolitan County,Nicollet,4,0,1,0,3,6,1,5,0,1,2024
MINNESOTA,Metropolitan County,Olmsted,25,0,10,0,15,150,38,91,21,1,2024
MINNESOTA,Metropolitan County,Polk,18,0,4,0,14,35,6,23,6,1,2024
MINNESOTA,Metropolitan County,Ramsey,169,0,19,15,135,892,99,717,76,10,2024
MINNESOTA,Metropolitan County,Scott,8,1,1,0,6,35,6,28,1,0,2024
MINNESOTA,Metropolitan County,Sherburne,26,1,7,1,17,147,17,118,12,0,2024
MINNESOTA,Metropolitan County,Stearns,35,0,18,0,17,96,23,67,6,1,2024
MINNESOTA,Metropolitan County,St. Louis,68,0,13,0,55,434,74,333,27,1,2024
MINNESOTA,Metropolitan County,Wabasha,4,0,1,0,3,11,3,8,0,0,2024
MINNESOTA,Metropolitan County,Washington,63,0,18,3,42,397,58,305,34,3,2024
MINNESOTA,Metropolitan County,Wright,66,0,15,3,48,546,33,480,33,2,2024
MINNESOTA,Nonmetropolitan County,Aitkin,12,0,3,0,9,183,64,102,17,0,2024
MINNESOTA,Nonmetropolitan County,Becker,36,1,4,1,30,88,18,64,6,2,2024
MINNESOTA,Nonmetropolitan County,Beltrami,48,1,19,0,28,155,27,124,4,3,2024
MINNESOTA,Nonmetropolitan County,Big Stone,7,0,4,0,3,53,7,41,5,0,2024
MINNESOTA,Nonmetropolitan County,Brown,5,0,1,0,4,29,6,18,5,2,2024
MINNESOTA,Nonmetropolitan County,Cass,61,0,8,1,52,91,22,69,0,0,2024
MINNESOTA,Nonmetropolitan County,Chippewa,1,0,0,0,1,0,0,0,0,0,2024
MINNESOTA,Nonmetropolitan County,Clearwater,10,0,1,0,9,9,2,4,3,0,2024
MINNESOTA,Nonmetropolitan County,Cook,4,0,0,0,4,35,3,32,0,2,2024
MINNESOTA,Nonmetropolitan County,Cottonwood,2,0,0,0,2,6,1,3,2,0,2024
MINNESOTA,Nonmetropolitan County,Crow Wing,33,0,11,1,21,100,20,71,9,0,2024
MINNESOTA,Nonmetropolitan County,Douglas,19,0,5,0,14,95,13,76,6,0,2024
MINNESOTA,Nonmetropolitan County,Faribault,26,0,0,0,26,13,7,3,3,0,2024
MINNESOTA,Nonmetropolitan County,Freeborn,5,0,1,0,4,91,31,52,8,0,2024
MINNESOTA,Nonmetropolitan County,Goodhue,21,0,9,0,12,114,17,85,12,1,2024
MINNESOTA,Nonmetropolitan County,Grant,9,1,0,1,7,3,2,1,0,1,2024
MINNESOTA,Nonmetropolitan County,Hubbard,39,0,10,0,29,77,16,55,6,1,2024
MINNESOTA,Nonmetropolitan County,Itasca,47,0,8,0,39,85,23,58,4,1,2024
MINNESOTA,Nonmetropolitan County,Jackson,6,0,0,0,6,38,11,18,9,0,2024
MINNESOTA,Nonmetropolitan County,Kanabec,18,0,1,0,17,113,13,88,12,2,2024
MINNESOTA,Nonmetropolitan County,Kandiyohi,33,0,6,0,27,134,22,102,10,1,2024
MINNESOTA,Nonmetropolitan County,Kittson,2,0,0,0,2,9,3,4,2,1,2024
MINNESOTA,Nonmetropolitan County,Koochiching,6,0,0,0,6,12,1,9,2,0,2024
MINNESOTA,Nonmetropolitan County,Lac qui Parle,0,0,0,0,0,17,2,14,1,0,2024
MINNESOTA,Nonmetropolitan County,Lake,2,0,1,0,1,8,1,7,0,1,2024
MINNESOTA,Nonmetropolitan County,Lincoln,1,0,0,0,1,2,0,2,0,1,2024
MINNESOTA,Nonmetropolitan County,Lyon,7,0,3,0,4,33,12,17,4,1,2024
MINNESOTA,Nonmetropolitan County,Mahnomen,38,0,0,0,38,34,10,15,9,2,2024
MINNESOTA,Nonmetropolitan County,Marshall,8,0,3,0,5,2,1,1,0,0,2024
MINNESOTA,Nonmetropolitan County,Martin,4,0,0,0,4,17,4,9,4,1,2024
MINNESOTA,Nonmetropolitan County,McLeod,9,0,0,1,8,63,15,43,5,0,2024
MINNESOTA,Nonmetropolitan County,Meeker,12,0,0,0,12,48,8,29,11,0,2024
MINNESOTA,Nonmetropolitan County,Morrison,20,0,4,0,16,153,27,112,14,0,2024
MINNESOTA,Nonmetropolitan County,Mower,5,0,1,0,4,84,21,48,15,2,2024
MINNESOTA,Nonmetropolitan County,Murray,4,0,0,0,4,20,17,1,2,0,2024
MINNESOTA,Nonmetropolitan County,Nobles,12,0,3,1,8,12,1,9,2,0,2024
MINNESOTA,Nonmetropolitan County,Norman,1,0,0,0,1,2,0,0,2,0,2024
MINNESOTA,Nonmetropolitan County,Otter Tail,25,0,4,0,21,150,28,117,5,2,2024
MINNESOTA,Nonmetropolitan County,Pennington,1,0,1,0,0,30,2,25,3,0,2024
MINNESOTA,Nonmetropolitan County,Pine,74,0,7,0,67,316,82,210,24,1,2024
MINNESOTA,Nonmetropolitan County,Pipestone,7,1,0,0,6,29,5,24,0,0,2024
MINNESOTA,Nonmetropolitan County,Pope,2,0,0,0,2,31,3,25,3,0,2024
MINNESOTA,Nonmetropolitan County,Red Lake,4,0,0,0,4,8,3,4,1,0,2024
MINNESOTA,Nonmetropolitan County,Redwood,7,0,1,1,5,25,3,18,4,0,2024
MINNESOTA,Nonmetropolitan County,Renville,8,0,6,0,2,34,8,22,4,1,2024
MINNESOTA,Nonmetropolitan County,Rice,16,0,3,0,13,24,6,8,10,0,2024
MINNESOTA,Nonmetropolitan County,Sibley,2,0,0,0,2,27,7,16,4,0,2024
MINNESOTA,Nonmetropolitan County,Steele,6,0,2,0,4,58,18,36,4,0,2024
MINNESOTA,Nonmetropolitan County,Stevens,6,0,1,0,5,80,14,65,1,0,2024
MINNESOTA,Nonmetropolitan County,Swift,1,0,0,0,1,1,0,1,0,0,2024
MINNESOTA,Nonmetropolitan County,Todd,15,0,7,0,8,81,23,51,7,0,2024
MINNESOTA,Nonmetropolitan County,Traverse,4,1,0,0,3,7,3,3,1,0,2024
MINNESOTA,Nonmetropolitan County,Wadena,4,0,2,0,2,3,1,1,1,1,2024
MINNESOTA,Nonmetropolitan County,Waseca,5,0,0,0,5,44,14,25,5,0,2024
MINNESOTA,Nonmetropolitan County,Watonwan,7,0,2,0,5,22,10,9,3,0,2024
MINNESOTA,Nonmetropolitan County,Wilkin,0,0,0,0,0,4,0,4,0,0,2024
MINNESOTA,Nonmetropolitan County,Winona,10,0,1,0,9,35,3,31,1,0,2024
MINNESOTA,Nonmetropolitan County,Yellow Medicine,19,0,0,0,19,12,0,9,3,0,2024
MISSISSIPPI,Metropolitan County,Copiah,97,2,3,4,88,142,37,77,28,2,2024
MISSISSIPPI,Metropolitan County,DeSoto,32,1,11,3,17,180,26,105,49,1,2024
MISSISSIPPI,Metropolitan County,Forrest,29,6,7,0,16,252,87,142,23,0,2024
MISSISSIPPI,Metropolitan County,Hancock,15,2,6,0,7,299,67,194,38,3,2024
MISSISSIPPI,Metropolitan County,Harrison,49,2,9,3,35,490,105,347,38,7,2024
MISSISSIPPI,Metropolitan County,Madison,63,1,2,2,58,127,20,99,8,0,2024
MISSISSIPPI,Metropolitan County,Simpson,35,1,5,1,28,137,22,91,24,1,2024
MISSISSIPPI,Metropolitan County,Stone,39,2,14,1,22,161,50,90,21,0,2024
MISSISSIPPI,Metropolitan County,Tate,35,0,11,2,22,141,39,74,28,2,2024
MISSISSIPPI,Metropolitan County,Tunica,51,4,8,7,32,383,35,289,59,0,2024
MISSISSIPPI,Nonmetropolitan County,Alcorn,9,1,1,0,7,174,49,111,14,1,2024
MISSISSIPPI,Nonmetropolitan County,Attala,9,0,1,0,8,36,8,19,9,0,2024
MISSISSIPPI,Nonmetropolitan County,Calhoun,9,0,1,0,8,19,11,7,1,0,2024
MISSISSIPPI,Nonmetropolitan County,Claiborne,44,0,1,1,42,30,7,4,19,0,2024
MISSISSIPPI,Nonmetropolitan County,Coahoma,12,2,0,0,10,19,6,5,8,1,2024
MISSISSIPPI,Nonmetropolitan County,George,74,2,13,3,56,293,71,175,47,2,2024
MISSISSIPPI,Nonmetropolitan County,Grenada,20,1,3,2,14,159,62,80,17,2,2024
MISSISSIPPI,Nonmetropolitan County,Jasper,20,0,6,0,14,52,11,39,2,0,2024
MISSISSIPPI,Nonmetropolitan County,Jefferson,8,1,0,1,6,38,4,32,2,0,2024
MISSISSIPPI,Nonmetropolitan County,Kemper,14,3,3,1,7,33,7,17,9,1,2024
MISSISSIPPI,Nonmetropolitan County,Lafayette,25,0,9,1,15,97,27,56,14,0,2024
MISSISSIPPI,Nonmetropolitan County,Leake,54,1,5,2,46,86,20,58,8,0,2024
MISSISSIPPI,Nonmetropolitan County,Lee,51,0,9,1,41,366,118,218,30,8,2024
MISSISSIPPI,Nonmetropolitan County,Lincoln,25,0,8,4,13,199,36,132,31,0,2024
MISSISSIPPI,Nonmetropolitan County,Lowndes,57,0,5,10,42,311,135,155,21,1,2024
MISSISSIPPI,Nonmetropolitan County,Marion,29,0,8,2,19,97,37,49,11,1,2024
MISSISSIPPI,Nonmetropolitan County,Monroe,33,0,11,1,21,178,24,124,30,2,2024
MISSISSIPPI,Nonmetropolitan County,Neshoba,14,0,3,0,11,61,20,37,4,0,2024
MISSISSIPPI,Nonmetropolitan County,Noxubee,22,0,0,0,22,25,6,11,8,0,2024
MISSISSIPPI,Nonmetropolitan County,Oktibbeha,46,2,9,0,35,211,65,128,18,4,2024
MISSISSIPPI,Nonmetropolitan County,Panola,56,3,3,0,50,267,53,146,68,8,2024
MISSISSIPPI,Nonmetropolitan County,Pike,68,0,5,8,55,276,85,140,51,5,2024
MISSISSIPPI,Nonmetropolitan County,Pontotoc,46,3,23,2,18,132,34,74,24,3,2024
MISSISSIPPI,Nonmetropolitan County,Prentiss,51,1,7,0,43,64,4,51,9,0,2024
MISSISSIPPI,Nonmetropolitan County,Smith,5,0,1,0,4,23,4,7,12,2,2024
MISSISSIPPI,Nonmetropolitan County,Sunflower,6,1,2,1,2,54,9,31,14,1,2024
MISSISSIPPI,Nonmetropolitan County,Tallahatchie,16,2,1,3,10,97,19,40,38,0,2024
MISSISSIPPI,Nonmetropolitan County,Tishomingo,30,0,6,2,22,101,30,57,14,1,2024
MISSISSIPPI,Nonmetropolitan County,Union,31,1,7,1,22,130,19,93,18,2,2024
MISSISSIPPI,Nonmetropolitan County,Walthall,24,3,3,2,16,61,12,35,14,4,2024
MISSISSIPPI,Nonmetropolitan County,Wayne,48,0,2,0,46,149,32,89,28,1,2024
MISSISSIPPI,Nonmetropolitan County,Webster,12,0,2,0,10,14,6,7,1,0,2024
MISSISSIPPI,Nonmetropolitan County,Winston,33,5,8,3,17,68,34,29,5,2,2024
MISSOURI,Metropolitan County,Andrew,20,0,1,1,18,69,32,31,6,0,2024
MISSOURI,Metropolitan County,Bates,25,1,0,0,24,70,15,37,18,1,2024
MISSOURI,Metropolitan County,Bollinger,26,0,2,0,24,39,9,23,7,2,2024
MISSOURI,Metropolitan County,Boone,82,2,22,2,56,405,51,275,79,3,2024
MISSOURI,Metropolitan County,Buchanan,30,0,16,1,13,108,16,64,28,2,2024
MISSOURI,Metropolitan County,Caldwell,2,0,0,0,2,28,2,20,6,0,2024
MISSOURI,Metropolitan County,Callaway,50,0,6,1,43,137,30,95,12,0,2024
MISSOURI,Metropolitan County,Cape Girardeau,50,0,5,1,44,119,43,67,9,1,2024
MISSOURI,Metropolitan County,Christian,45,0,13,0,32,151,19,114,18,0,2024
MISSOURI,Metropolitan County,Clay,76,2,5,4,65,151,21,119,11,2,2024
MISSOURI,Metropolitan County,Cole,31,2,8,0,21,75,11,58,6,3,2024
MISSOURI,Metropolitan County,Franklin,28,0,4,0,24,186,31,100,55,4,2024
MISSOURI,Metropolitan County,Greene,174,0,16,4,154,633,248,316,69,6,2024
MISSOURI,Metropolitan County,Howard,20,1,0,0,19,40,13,23,4,1,2024
MISSOURI,Metropolitan County,Jackson,68,0,14,3,51,359,49,217,93,3,2024
MISSOURI,Metropolitan County,Jasper,95,1,11,2,81,353,82,202,69,3,2024
MISSOURI,Metropolitan County,Jefferson,454,5,36,11,402,1346,250,876,220,13,2024
MISSOURI,Metropolitan County,Lafayette,39,0,4,1,34,58,13,36,9,1,2024
MISSOURI,Metropolitan County,Lincoln,133,0,8,0,125,157,30,82,45,0,2024
MISSOURI,Metropolitan County,Newton,95,2,29,0,64,491,69,328,94,2,2024
MISSOURI,Metropolitan County,Osage,8,0,6,0,2,42,5,29,8,0,2024
MISSOURI,Metropolitan County,Platte,78,0,9,3,66,191,17,152,22,0,2024
MISSOURI,Metropolitan County,Polk,44,1,11,1,31,168,41,108,19,6,2024
MISSOURI,Metropolitan County,Ray,70,0,8,0,62,77,18,51,8,1,2024
MISSOURI,Metropolitan County,St. Charles,1,0,0,0,1,0,0,0,0,0,2024
MISSOURI,Metropolitan County,St. Charles County Police Department,168,1,14,4,149,337,24,262,51,9,2024
MISSOURI,Metropolitan County,St. Louis County Police Department,1904,31,113,190,1570,6037,930,3754,1353,53,2024
MISSOURI,Metropolitan County,Webster,61,2,8,0,51,68,20,36,12,4,2024
MISSOURI,Nonmetropolitan County,Audrain,15,0,0,0,15,19,4,14,1,1,2024
MISSOURI,Nonmetropolitan County,Barry,73,0,19,0,54,247,56,136,55,5,2024
MISSOURI,Nonmetropolitan County,Barton,18,0,3,0,15,79,14,39,26,5,2024
MISSOURI,Nonmetropolitan County,Butler,94,2,20,5,67,416,63,282,71,4,2024
MISSOURI,Nonmetropolitan County,Camden,76,0,15,0,61,165,29,108,28,1,2024
MISSOURI,Nonmetropolitan County,Carter,23,0,4,0,19,17,3,13,1,0,2024
MISSOURI,Nonmetropolitan County,Cedar,32,0,8,0,24,66,19,28,19,0,2024
MISSOURI,Nonmetropolitan County,Chariton,15,0,3,1,11,25,6,16,3,1,2024
MISSOURI,Nonmetropolitan County,Clark,2,0,0,1,1,52,20,21,11,4,2024
MISSOURI,Nonmetropolitan County,Dade,29,0,4,0,25,88,23,46,19,0,2024
MISSOURI,Nonmetropolitan County,Daviess,11,0,4,0,7,46,1,44,1,0,2024
MISSOURI,Nonmetropolitan County,Dent,15,1,3,0,11,47,22,15,10,1,2024
MISSOURI,Nonmetropolitan County,Dunklin,37,1,10,0,26,93,23,51,19,1,2024
MISSOURI,Nonmetropolitan County,Grundy,5,0,0,0,5,3,0,2,1,0,2024
MISSOURI,Nonmetropolitan County,Henry,105,0,9,3,93,161,33,100,28,4,2024
MISSOURI,Nonmetropolitan County,Hickory,2,0,0,0,2,13,2,10,1,0,2024
MISSOURI,Nonmetropolitan County,Howell,54,0,11,0,43,194,45,132,17,4,2024
MISSOURI,Nonmetropolitan County,Johnson,37,0,8,3,26,156,40,90,26,3,2024
MISSOURI,Nonmetropolitan County,Laclede,12,0,0,0,12,129,17,93,19,0,2024
MISSOURI,Nonmetropolitan County,Lawrence,27,1,8,1,17,153,47,79,27,0,2024
MISSOURI,Nonmetropolitan County,Lewis,1,0,0,0,1,12,4,8,0,0,2024
MISSOURI,Nonmetropolitan County,Livingston,12,0,3,0,9,26,8,15,3,0,2024
MISSOURI,Nonmetropolitan County,Maries,13,0,1,0,12,17,3,14,0,0,2024
MISSOURI,Nonmetropolitan County,McDonald,84,0,7,1,76,163,36,96,31,1,2024
MISSOURI,Nonmetropolitan County,Mississippi,4,0,4,0,0,33,4,24,5,0,2024
MISSOURI,Nonmetropolitan County,Monroe,8,0,0,0,8,10,3,5,2,0,2024
MISSOURI,Nonmetropolitan County,Montgomery,19,0,3,0,16,33,8,18,7,0,2024
MISSOURI,Nonmetropolitan County,New Madrid,37,1,2,0,34,151,31,96,24,5,2024
MISSOURI,Nonmetropolitan County,Nodaway,27,0,7,0,20,35,9,21,5,0,2024
MISSOURI,Nonmetropolitan County,Oregon,10,0,3,0,7,22,9,9,4,0,2024
MISSOURI,Nonmetropolitan County,Ozark,8,0,2,0,6,12,1,8,3,0,2024
MISSOURI,Nonmetropolitan County,Perry,28,0,2,0,26,23,0,18,5,0,2024
MISSOURI,Nonmetropolitan County,Pettis,58,0,15,0,43,167,33,110,24,1,2024
MISSOURI,Nonmetropolitan County,Phelps,30,1,7,1,21,120,22,74,24,2,2024
MISSOURI,Nonmetropolitan County,Pike,21,0,3,0,18,68,15,42,11,1,2024
MISSOURI,Nonmetropolitan County,Pulaski,110,1,15,1,93,161,35,83,43,1,2024
MISSOURI,Nonmetropolitan County,Ralls,0,0,0,0,0,22,5,13,4,0,2024
MISSOURI,Nonmetropolitan County,Randolph,38,0,5,0,33,23,4,16,3,1,2024
MISSOURI,Nonmetropolitan County,Ripley,11,3,2,1,5,34,11,12,11,0,2024
MISSOURI,Nonmetropolitan County,Saline,50,0,2,0,48,68,14,44,10,2,2024
MISSOURI,Nonmetropolitan County,Schuyler,14,0,3,1,10,35,10,19,6,3,2024
MISSOURI,Nonmetropolitan County,Shannon,8,0,0,1,7,15,5,8,2,0,2024
MISSOURI,Nonmetropolitan County,St. Clair,9,0,3,0,6,81,24,45,12,0,2024
MISSOURI,Nonmetropolitan County,Ste. Genevieve,32,0,2,0,30,66,11,37,18,0,2024
MISSOURI,Nonmetropolitan County,St. Francois,48,0,9,1,38,155,30,84,41,0,2024
MISSOURI,Nonmetropolitan County,Stoddard,40,0,9,0,31,93,27,49,17,2,2024
MISSOURI,Nonmetropolitan County,Stone,71,1,18,0,52,268,80,156,32,6,2024
MISSOURI,Nonmetropolitan County,Taney,106,1,18,2,85,242,43,164,35,1,2024
MISSOURI,Nonmetropolitan County,Texas,27,0,5,0,22,115,17,89,9,2,2024
MISSOURI,Nonmetropolitan County,Vernon,39,0,7,1,31,127,19,75,33,1,2024
MISSOURI,Nonmetropolitan County,Wayne,36,0,8,0,28,72,16,51,5,1,2024
MISSOURI,Nonmetropolitan County,Wright,10,0,0,0,10,25,5,16,4,0,2024
MONTANA,Metropolitan County,Broadwater,23,0,1,0,22,32,2,27,3,2,2024
MONTANA,Metropolitan County,Carbon,9,2,0,0,7,30,1,26,3,0,2024
MONTANA,Metropolitan County,Cascade,107,0,3,0,104,171,31,122,18,4,2024
MONTANA,Metropolitan County,Gallatin,158,1,27,0,130,383,28,306,49,0,2024
MONTANA,Metropolitan County,Jefferson,46,0,5,0,41,115,19,80,16,2,2024
MONTANA,Metropolitan County,Lewis and Clark,88,0,22,0,66,240,44,158,38,3,2024
MONTANA,Metropolitan County,Mineral,10,0,3,0,7,18,4,11,3,1,2024
MONTANA,Metropolitan County,Missoula,132,0,9,1,122,142,52,67,23,4,2024
MONTANA,Metropolitan County,Stillwater,19,0,6,0,13,38,5,27,6,2,2024
MONTANA,Metropolitan County,Yellowstone,223,3,22,3,195,579,103,374,102,8,2024
MONTANA,Nonmetropolitan County,Anaconda-Deer Lodge,38,1,2,0,35,58,2,47,9,0,2024
