state,metropolitan_nonmetropolitan,county,violent_crime,murder_and_nonnegligent_manslaughter,rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,year
GEORGIA,Metropolitan County,DeKalb,20,0,0,1,19,0,0,0,0,1,2024
GEORGIA,Metropolitan County,DeKalb County Police Department,4107,121,209,733,3044,19854,2488,12423,4943,49,2024
GEORGIA,Metropolitan County,Dougherty,0,0,0,0,0,15,0,14,1,0,2024
GEORGIA,Metropolitan County,Dougherty County Police Department,68,1,9,2,56,277,62,187,28,1,2024
GEORGIA,Metropolitan County,Douglas,229,2,19,16,192,936,127,711,98,2,2024
GEORGIA,Metropolitan County,Effingham,28,0,6,0,22,165,38,104,23,0,2024
GEORGIA,Metropolitan County,Fayette,30,1,2,3,24,208,36,146,26,1,2024
GEORGIA,Metropolitan County,Floyd,2,0,0,0,2,1,0,1,0,0,2024
GEORGIA,Metropolitan County,Floyd County Police Department,152,2,23,8,119,510,96,356,58,3,2024
GEORGIA,Metropolitan County,Forsyth,112,0,19,5,88,953,70,843,40,0,2024
GEORGIA,Metropolitan County,Fulton,14,1,0,0,13,11,2,9,0,2,2024
GEORGIA,Metropolitan County,Fulton County Police Department,23,0,1,5,17,40,5,22,13,0,2024
GEORGIA,Metropolitan County,Glynn County Police Department,281,3,56,27,195,1512,135,1241,136,7,2024
GEORGIA,Metropolitan County,Gwinnett,20,0,3,0,17,8,0,7,1,0,2024
GEORGIA,Metropolitan County,Gwinnett County Police Department,1945,22,308,308,1307,10415,1917,7294,1204,24,2024
GEORGIA,Metropolitan County,Hall,290,2,44,17,227,1139,148,893,98,7,2024
GEORGIA,Metropolitan County,Haralson,59,0,6,1,52,276,72,182,22,5,2024
GEORGIA,Metropolitan County,Harris,5,0,2,0,3,32,5,20,7,0,2024
GEORGIA,Metropolitan County,Heard,7,2,3,0,2,83,29,47,7,0,2024
GEORGIA,Metropolitan County,Henry,9,0,0,0,9,1,0,0,1,0,2024
GEORGIA,Metropolitan County,Henry County Police Department,473,6,152,47,268,2486,336,1831,319,2,2024
GEORGIA,Metropolitan County,Jasper,29,0,2,0,27,119,25,84,10,0,2024
GEORGIA,Metropolitan County,Jones,31,0,2,3,26,156,23,109,24,0,2024
GEORGIA,Metropolitan County,Lanier,11,0,3,0,8,115,57,52,6,0,2024
GEORGIA,Metropolitan County,Lee,35,2,6,3,24,224,36,162,26,1,2024
GEORGIA,Metropolitan County,Lowndes,124,0,37,5,82,830,125,608,97,8,2024
GEORGIA,Metropolitan County,Lumpkin,60,0,11,1,48,132,22,97,13,1,2024
GEORGIA,Metropolitan County,Madison,75,3,10,2,60,194,37,125,32,4,2024
GEORGIA,Metropolitan County,Marion,5,0,1,0,4,26,7,16,3,0,2024
GEORGIA,Metropolitan County,McDuffie,29,1,5,1,22,126,38,76,12,0,2024
GEORGIA,Metropolitan County,McIntosh,12,0,1,0,11,106,28,68,10,1,2024
GEORGIA,Metropolitan County,Meriwether,41,2,2,1,36,123,37,72,14,1,2024
GEORGIA,Metropolitan County,Monroe,9,0,0,0,9,37,4,22,11,1,2024
GEORGIA,Metropolitan County,Murray,18,0,0,0,18,51,6,36,9,0,2024
GEORGIA,Metropolitan County,Newton,303,2,26,22,253,1016,124,769,123,8,2024
GEORGIA,Metropolitan County,Oconee,28,0,3,4,21,511,37,463,11,3,2024
GEORGIA,Metropolitan County,Paulding,412,4,44,15,349,1132,120,906,106,9,2024
GEORGIA,Metropolitan County,Peach,0,0,0,0,0,0,0,0,0,0,2024
GEORGIA,Metropolitan County,Pickens,15,1,3,0,11,172,30,123,19,0,2024
GEORGIA,Metropolitan County,Pike,18,1,3,1,13,68,21,39,8,2,2024
GEORGIA,Metropolitan County,Rockdale,129,5,11,14,99,726,84,530,112,0,2024
GEORGIA,Metropolitan County,Spalding,115,0,10,4,101,434,117,267,50,0,2024
GEORGIA,Metropolitan County,Talbot,9,0,1,1,7,35,9,23,3,0,2024
GEORGIA,Metropolitan County,Twiggs,11,0,3,0,8,69,14,40,15,0,2024
GEORGIA,Metropolitan County,Walton,27,0,3,2,22,181,13,152,16,0,2024
GEORGIA,Metropolitan County,Whitfield,277,5,38,2,232,772,219,468,85,5,2024
GEORGIA,Metropolitan County,Worth,52,0,6,1,45,104,30,58,16,0,2024
GEORGIA,Nonmetropolitan County,Atkinson,13,0,1,1,11,36,11,20,5,0,2024
GEORGIA,Nonmetropolitan County,Baldwin,108,1,12,2,93,437,79,320,38,1,2024
GEORGIA,Nonmetropolitan County,Ben Hill,36,0,6,3,27,64,10,35,19,0,2024
GEORGIA,Nonmetropolitan County,Berrien,25,0,7,0,18,124,36,69,19,4,2024
GEORGIA,Nonmetropolitan County,Bleckley,12,0,5,0,7,85,19,54,12,0,2024
GEORGIA,Nonmetropolitan County,Bulloch,28,2,3,1,22,223,38,165,20,1,2024
GEORGIA,Nonmetropolitan County,Camden,35,0,4,3,28,80,13,57,10,1,2024
GEORGIA,Nonmetropolitan County,Candler,25,0,3,2,20,57,9,44,4,0,2024
GEORGIA,Nonmetropolitan County,Chattooga,30,1,6,0,23,221,30,181,10,1,2024
GEORGIA,Nonmetropolitan County,Clay,10,0,1,1,8,25,7,16,2,0,2024
GEORGIA,Nonmetropolitan County,Clinch,2,0,0,1,1,30,11,15,4,0,2024
GEORGIA,Nonmetropolitan County,Coffee,54,0,9,1,44,300,63,205,32,2,2024
GEORGIA,Nonmetropolitan County,Cook,7,0,2,0,5,90,19,61,10,2,2024
GEORGIA,Nonmetropolitan County,Crisp,32,0,5,1,26,167,25,127,15,1,2024
GEORGIA,Nonmetropolitan County,Decatur,42,2,4,1,35,149,49,83,17,1,2024
GEORGIA,Nonmetropolitan County,Early,8,0,0,0,8,35,10,23,2,1,2024
GEORGIA,Nonmetropolitan County,Emanuel,0,0,0,0,0,1,0,1,0,0,2024
GEORGIA,Nonmetropolitan County,Fannin,28,0,8,0,20,151,24,102,25,2,2024
GEORGIA,Nonmetropolitan County,Gilmer,62,1,12,1,48,174,39,111,24,0,2024
GEORGIA,Nonmetropolitan County,Glascock,3,0,1,0,2,23,5,10,8,0,2024
GEORGIA,Nonmetropolitan County,Gordon,58,1,10,2,45,230,40,156,34,2,2024
GEORGIA,Nonmetropolitan County,Grady,13,0,2,1,10,50,19,20,11,0,2024
GEORGIA,Nonmetropolitan County,Greene,16,0,1,1,14,76,7,60,9,0,2024
GEORGIA,Nonmetropolitan County,Habersham,19,0,6,1,12,178,44,124,10,1,2024
GEORGIA,Nonmetropolitan County,Hart,56,0,5,0,51,134,26,92,16,0,2024
GEORGIA,Nonmetropolitan County,Irwin,8,0,1,1,6,49,10,34,5,0,2024
GEORGIA,Nonmetropolitan County,Jefferson,22,0,2,1,19,102,25,54,23,2,2024
GEORGIA,Nonmetropolitan County,Laurens,58,1,15,1,41,337,54,234,49,1,2024
GEORGIA,Nonmetropolitan County,Mitchell,32,0,4,0,28,122,13,79,30,1,2024
GEORGIA,Nonmetropolitan County,Montgomery,16,0,1,1,14,46,19,24,3,0,2024
GEORGIA,Nonmetropolitan County,Pierce,25,0,5,0,20,102,19,69,14,1,2024
GEORGIA,Nonmetropolitan County,Polk,6,0,0,0,6,0,0,0,0,0,2024
GEORGIA,Nonmetropolitan County,Polk County Police Department,24,0,4,1,19,306,37,149,120,2,2024
GEORGIA,Nonmetropolitan County,Putnam,31,1,3,0,27,121,25,78,18,2,2024
GEORGIA,Nonmetropolitan County,Rabun,14,0,3,0,11,77,14,49,14,0,2024
GEORGIA,Nonmetropolitan County,Schley,5,0,0,0,5,14,2,12,0,0,2024
GEORGIA,Nonmetropolitan County,Sumter,35,1,1,1,32,145,20,74,51,5,2024
GEORGIA,Nonmetropolitan County,Tattnall,16,0,3,2,11,122,35,68,19,0,2024
GEORGIA,Nonmetropolitan County,Thomas,32,1,8,7,16,310,54,233,23,4,2024
GEORGIA,Nonmetropolitan County,Tift,171,2,10,13,146,484,105,313,66,4,2024
GEORGIA,Nonmetropolitan County,Troup,57,4,18,4,31,397,90,274,33,1,2024
GEORGIA,Nonmetropolitan County,Turner,1,0,0,0,1,39,10,22,7,0,2024
GEORGIA,Nonmetropolitan County,Union,8,0,0,0,8,66,14,44,8,0,2024
GEORGIA,Nonmetropolitan County,Upson,6,0,1,0,5,32,6,16,10,1,2024
GEORGIA,Nonmetropolitan County,Ware,41,0,5,2,34,146,35,88,23,1,2024
GEORGIA,Nonmetropolitan County,White,11,1,1,1,8,102,18,73,11,0,2024
GEORGIA,Nonmetropolitan County,Wilkes,36,3,3,2,28,93,19,63,11,1,2024
HAWAII,Nonmetropolitan County,Kauai Police Department,215,2,61,11,141,1507,209,1182,116,111,2024
IDAHO,Metropolitan County,Ada,216,2,61,6,147,538,78,399,61,5,2024
IDAHO,Metropolitan County,Boise,22,0,0,0,22,13,8,5,0,1,2024
IDAHO,Metropolitan County,Bonneville,139,0,29,2,108,523,240,260,23,1,2024
IDAHO,Metropolitan County,Canyon,167,1,31,2,133,193,53,97,43,3,2024
IDAHO,Metropolitan County,Franklin,6,0,1,0,5,9,1,8,0,0,2024
IDAHO,Metropolitan County,Jefferson,11,0,1,0,10,94,26,61,7,1,2024
IDAHO,Metropolitan County,Jerome,52,1,8,0,43,84,34,49,1,1,2024
IDAHO,Metropolitan County,Kootenai,118,0,23,4,91,459,52,385,22,5,2024
IDAHO,Metropolitan County,Nez Perce,9,0,1,0,8,33,8,21,4,0,2024
IDAHO,Metropolitan County,Twin Falls,40,0,5,0,35,68,29,31,8,0,2024
IDAHO,Nonmetropolitan County,Adams,7,0,1,0,6,42,9,31,2,0,2024
IDAHO,Nonmetropolitan County,Bear Lake,0,0,0,0,0,6,5,1,0,0,2024
IDAHO,Nonmetropolitan County,Benewah,34,0,2,0,32,60,11,43,6,1,2024
IDAHO,Nonmetropolitan County,Bingham,39,0,3,0,36,137,43,80,14,0,2024
IDAHO,Nonmetropolitan County,Blaine,12,0,2,0,10,21,4,16,1,2,2024
IDAHO,Nonmetropolitan County,Bonner,35,0,10,2,23,203,50,136,17,2,2024
IDAHO,Nonmetropolitan County,Boundary,26,0,10,0,16,23,6,16,1,0,2024
IDAHO,Nonmetropolitan County,Cassia,42,0,2,2,38,163,11,146,6,0,2024
IDAHO,Nonmetropolitan County,Clearwater,14,1,0,0,13,31,5,21,5,0,2024
IDAHO,Nonmetropolitan County,Custer,2,0,0,0,2,7,0,5,2,0,2024
IDAHO,Nonmetropolitan County,Elmore,16,2,0,0,14,46,6,27,13,0,2024
IDAHO,Nonmetropolitan County,Fremont,9,0,1,0,8,42,6,33,3,0,2024
IDAHO,Nonmetropolitan County,Gooding,19,0,0,1,18,23,3,19,1,2,2024
IDAHO,Nonmetropolitan County,Idaho,10,0,2,0,8,51,15,28,8,1,2024
IDAHO,Nonmetropolitan County,Latah,19,0,6,0,13,50,14,31,5,1,2024
IDAHO,Nonmetropolitan County,Lemhi,7,0,0,0,7,4,1,3,0,0,2024
IDAHO,Nonmetropolitan County,Lincoln,16,0,1,0,15,18,4,10,4,0,2024
IDAHO,Nonmetropolitan County,Madison,3,0,0,0,3,56,20,32,4,0,2024
IDAHO,Nonmetropolitan County,Oneida,30,0,6,0,24,19,1,15,3,0,2024
IDAHO,Nonmetropolitan County,Payette,27,0,1,1,25,53,5,40,8,1,2024
IDAHO,Nonmetropolitan County,Shoshone,32,0,3,0,29,57,11,43,3,0,2024
IDAHO,Nonmetropolitan County,Teton,9,0,1,0,8,33,14,17,2,0,2024
IDAHO,Nonmetropolitan County,Valley,18,1,2,0,15,55,6,47,2,0,2024
IDAHO,Nonmetropolitan County,Washington,4,0,1,0,3,8,0,7,1,0,2024
ILLINOIS,Metropolitan County,Bond,8,0,6,0,2,27,8,11,8,2,2024
ILLINOIS,Metropolitan County,Boone,32,0,8,1,23,106,34,61,11,0,2024
ILLINOIS,Metropolitan County,Calhoun,7,0,0,0,7,10,0,8,2,0,2024
ILLINOIS,Metropolitan County,Champaign,80,2,7,1,70,314,140,148,26,3,2024
ILLINOIS,Metropolitan County,Clinton,6,0,1,0,5,59,24,30,5,0,2024
ILLINOIS,Metropolitan County,Cook,601,1,166,42,392,1585,101,1310,174,6,2024
ILLINOIS,Metropolitan County,DeKalb,34,0,12,1,21,94,33,51,10,2,2024
ILLINOIS,Metropolitan County,DuPage,53,2,15,6,30,340,70,233,37,3,2024
ILLINOIS,Metropolitan County,Ford,5,1,0,0,4,26,13,10,3,0,2024
ILLINOIS,Metropolitan County,Grundy,22,1,9,0,12,75,23,47,5,1,2024
ILLINOIS,Metropolitan County,Henry,14,0,4,0,10,64,14,41,9,2,2024
ILLINOIS,Metropolitan County,Jersey,15,0,2,0,13,67,19,42,6,1,2024
ILLINOIS,Metropolitan County,Kane,72,1,26,0,45,212,61,117,34,3,2024
ILLINOIS,Metropolitan County,Kankakee,83,7,10,1,65,132,71,61,0,3,2024
ILLINOIS,Metropolitan County,Kendall,36,0,15,7,14,135,47,72,16,1,2024
ILLINOIS,Metropolitan County,Macoupin,17,0,3,0,14,60,15,17,28,0,2024
ILLINOIS,Metropolitan County,Madison,100,0,31,5,64,665,221,384,60,2,2024
ILLINOIS,Metropolitan County,Marshall,0,0,0,0,0,52,29,15,8,0,2024
ILLINOIS,Metropolitan County,McHenry,33,0,22,1,10,181,48,108,25,2,2024
ILLINOIS,Metropolitan County,McLean,25,1,10,0,14,90,38,46,6,2,2024
ILLINOIS,Metropolitan County,Menard,1,0,0,0,1,20,10,9,1,0,2024
ILLINOIS,Metropolitan County,Monroe,3,0,0,0,3,6,3,3,0,1,2024
ILLINOIS,Metropolitan County,Peoria,153,0,27,5,121,526,193,245,88,4,2024
ILLINOIS,Metropolitan County,Piatt,8,0,6,1,1,59,17,39,3,0,2024
ILLINOIS,Metropolitan County,Rock Island,40,0,14,0,26,320,164,121,35,2,2024
ILLINOIS,Metropolitan County,Sangamon,156,3,31,11,111,720,334,311,75,9,2024
ILLINOIS,Metropolitan County,St. Clair,97,0,8,2,87,270,62,150,58,0,2024
ILLINOIS,Metropolitan County,Tazewell,29,0,6,0,23,214,106,82,26,2,2024
ILLINOIS,Metropolitan County,Will,164,2,47,10,105,563,174,270,119,6,2024
ILLINOIS,Metropolitan County,Winnebago,131,1,31,7,92,269,92,154,23,3,2024
ILLINOIS,Nonmetropolitan County,Adams,25,0,8,0,17,175,74,76,25,0,2024
ILLINOIS,Nonmetropolitan County,Brown,0,0,0,0,0,0,0,0,0,0,2024
ILLINOIS,Nonmetropolitan County,Bureau,2,0,1,0,1,94,8,77,9,1,2024
ILLINOIS,Nonmetropolitan County,Carroll,0,0,0,0,0,25,11,10,4,0,2024
ILLINOIS,Nonmetropolitan County,Cass,1,0,1,0,0,1,1,0,0,0,2024
ILLINOIS,Nonmetropolitan County,Clark,2,0,0,0,2,51,23,17,11,0,2024
ILLINOIS,Nonmetropolitan County,Coles,14,0,2,0,12,75,35,36,4,0,2024
ILLINOIS,Nonmetropolitan County,Crawford,5,0,1,0,4,19,6,12,1,0,2024
ILLINOIS,Nonmetropolitan County,Cumberland,3,0,0,0,3,0,0,0,0,0,2024
ILLINOIS,Nonmetropolitan County,DeWitt,10,0,5,0,5,47,11,33,3,0,2024
ILLINOIS,Nonmetropolitan County,Edgar,8,0,2,0,6,28,22,4,2,0,2024
ILLINOIS,Nonmetropolitan County,Edwards,2,0,1,0,1,1,1,0,0,0,2024
ILLINOIS,Nonmetropolitan County,Effingham,11,0,4,0,7,92,24,58,10,1,2024
ILLINOIS,Nonmetropolitan County,Fayette,7,0,1,0,6,43,7,31,5,1,2024
ILLINOIS,Nonmetropolitan County,Franklin,23,1,2,0,20,88,22,44,22,0,2024
ILLINOIS,Nonmetropolitan County,Greene,4,0,2,0,2,13,1,10,2,0,2024
ILLINOIS,Nonmetropolitan County,Hamilton,4,0,0,0,4,6,3,2,1,0,2024
ILLINOIS,Nonmetropolitan County,Hancock,8,0,0,0,8,6,2,2,2,0,2024
ILLINOIS,Nonmetropolitan County,Henderson,0,0,0,0,0,6,0,6,0,0,2024
ILLINOIS,Nonmetropolitan County,Iroquois,31,1,3,2,25,114,36,70,8,0,2024
ILLINOIS,Nonmetropolitan County,Jackson,39,1,5,2,31,198,62,114,22,1,2024
ILLINOIS,Nonmetropolitan County,Jasper,3,0,0,0,3,39,7,29,3,0,2024
ILLINOIS,Nonmetropolitan County,Jefferson,15,0,5,0,10,117,23,87,7,0,2024
ILLINOIS,Nonmetropolitan County,Jo Daviess,6,0,6,0,0,55,20,30,5,0,2024
ILLINOIS,Nonmetropolitan County,Knox,37,0,13,0,24,146,56,81,9,0,2024
ILLINOIS,Nonmetropolitan County,La Salle,34,0,18,1,15,120,45,62,13,4,2024
ILLINOIS,Nonmetropolitan County,Lawrence,9,0,0,0,9,8,1,4,3,0,2024
ILLINOIS,Nonmetropolitan County,Livingston,22,0,13,3,6,43,13,23,7,1,2024
ILLINOIS,Nonmetropolitan County,Logan,16,0,2,1,13,116,61,46,9,2,2024
ILLINOIS,Nonmetropolitan County,Marion,34,0,6,1,27,112,31,63,18,0,2024
ILLINOIS,Nonmetropolitan County,Mason,4,0,0,0,4,2,2,0,0,0,2024
ILLINOIS,Nonmetropolitan County,Montgomery,14,0,8,0,6,74,24,43,7,2,2024
ILLINOIS,Nonmetropolitan County,Morgan,2,0,2,0,0,19,10,7,2,0,2024
ILLINOIS,Nonmetropolitan County,Moultrie,8,0,0,0,8,10,6,2,2,1,2024
ILLINOIS,Nonmetropolitan County,Ogle,11,0,1,0,10,91,21,53,17,0,2024
ILLINOIS,Nonmetropolitan County,Perry,5,0,1,0,4,13,4,5,4,0,2024
ILLINOIS,Nonmetropolitan County,Pike,6,0,3,0,3,15,2,12,1,0,2024
ILLINOIS,Nonmetropolitan County,Pulaski,4,0,2,0,2,16,5,7,4,0,2024
ILLINOIS,Nonmetropolitan County,Putnam,0,0,0,0,0,8,2,5,1,0,2024
ILLINOIS,Nonmetropolitan County,Randolph,0,0,0,0,0,3,0,3,0,0,2024
ILLINOIS,Nonmetropolitan County,Richland,8,0,1,1,6,66,31,31,4,2,2024
ILLINOIS,Nonmetropolitan County,Saline,19,0,0,0,19,62,26,22,14,1,2024
ILLINOIS,Nonmetropolitan County,Scott,1,0,0,1,0,7,1,5,1,0,2024
ILLINOIS,Nonmetropolitan County,Shelby,11,0,1,0,10,40,11,22,7,1,2024
ILLINOIS,Nonmetropolitan County,Stephenson,22,0,14,0,8,81,16,62,3,0,2024
ILLINOIS,Nonmetropolitan County,Vermilion,80,0,20,0,60,400,148,229,23,2,2024
ILLINOIS,Nonmetropolitan County,Warren,11,0,1,1,9,57,32,23,2,0,2024
ILLINOIS,Nonmetropolitan County,Wayne,10,0,4,0,6,70,34,32,4,1,2024
ILLINOIS,Nonmetropolitan County,White,3,0,1,0,2,60,11,46,3,1,2024
ILLINOIS,Nonmetropolitan County,Whiteside,11,0,4,0,7,115,61,32,22,0,2024
INDIANA,Metropolitan County,Allen,104,4,17,4,79,634,84,509,41,2,2024
INDIANA,Metropolitan County,Bartholomew,0,0,0,0,0,23,23,0,0,0,2024
INDIANA,Metropolitan County,Brown,18,0,4,0,14,81,10,66,5,0,2024
INDIANA,Metropolitan County,Clark,31,0,6,1,24,179,33,105,41,1,2024
INDIANA,Metropolitan County,Clay,14,0,3,0,11,40,10,23,7,1,2024
INDIANA,Metropolitan County,Delaware,22,2,6,0,14,184,47,111,26,0,2024
INDIANA,Metropolitan County,Elkhart,127,2,30,2,93,805,183,493,129,9,2024
INDIANA,Metropolitan County,Floyd,27,0,2,0,25,100,10,62,28,0,2024
INDIANA,Metropolitan County,Franklin,3,0,1,0,2,66,12,52,2,1,2024
INDIANA,Metropolitan County,Hamilton,27,0,7,2,18,99,22,69,8,0,2024
INDIANA,Metropolitan County,Hancock,46,0,4,0,42,118,19,67,32,0,2024
INDIANA,Metropolitan County,Harrison,85,1,4,0,80,149,12,121,16,0,2024
INDIANA,Metropolitan County,Hendricks,33,2,10,5,16,410,48,297,65,2,2024
INDIANA,Metropolitan County,Howard,41,0,7,1,33,100,23,65,12,1,2024
INDIANA,Metropolitan County,Johnson,17,1,1,1,14,208,16,169,23,0,2024
INDIANA,Metropolitan County,Lake,47,2,12,4,29,175,19,126,30,1,2024
INDIANA,Metropolitan County,Madison,30,3,0,2,25,151,29,107,15,0,2024
INDIANA,Metropolitan County,Monroe,21,0,9,2,10,377,55,280,42,2,2024
INDIANA,Metropolitan County,Porter,29,0,2,0,27,82,23,44,15,1,2024
INDIANA,Metropolitan County,Posey,27,0,6,0,21,52,10,32,10,0,2024
INDIANA,Metropolitan County,Shelby,78,0,5,0,73,95,17,54,24,2,2024
INDIANA,Metropolitan County,St. Joseph,109,1,15,12,81,645,126,432,87,3,2024
INDIANA,Metropolitan County,Tippecanoe,100,0,30,2,68,261,37,185,39,1,2024
INDIANA,Metropolitan County,Vanderburgh,204,1,19,3,181,451,66,331,54,3,2024
INDIANA,Metropolitan County,Vigo,90,0,21,2,67,524,94,350,80,3,2024
INDIANA,Metropolitan County,Warrick,200,1,12,0,187,341,37,258,46,7,2024
INDIANA,Metropolitan County,Washington,17,0,1,0,16,59,8,42,9,0,2024
INDIANA,Metropolitan County,Wells,8,0,2,2,4,8,1,4,3,0,2024
INDIANA,Nonmetropolitan County,Adams,5,0,1,0,4,25,4,11,10,1,2024
INDIANA,Nonmetropolitan County,Clinton,8,0,2,1,5,36,7,23,6,0,2024
INDIANA,Nonmetropolitan County,Decatur,16,0,0,0,16,24,5,12,7,0,2024
INDIANA,Nonmetropolitan County,DeKalb,20,0,2,0,18,45,13,21,11,0,2024
INDIANA,Nonmetropolitan County,Gibson,32,2,9,0,21,113,27,78,8,1,2024
INDIANA,Nonmetropolitan County,Grant,8,0,3,0,5,92,19,55,18,1,2024
INDIANA,Nonmetropolitan County,Henry,2,0,0,0,2,84,9,66,9,0,2024
INDIANA,Nonmetropolitan County,Jackson,4,0,0,0,4,17,6,9,2,0,2024
INDIANA,Nonmetropolitan County,Jay,0,0,0,0,0,13,1,12,0,0,2024
INDIANA,Nonmetropolitan County,Jennings,16,0,5,0,11,59,23,26,10,0,2024
INDIANA,Nonmetropolitan County,Knox,37,0,4,2,31,69,20,37,12,1,2024
INDIANA,Nonmetropolitan County,Kosciusko,79,0,10,1,68,237,40,165,32,2,2024
INDIANA,Nonmetropolitan County,Lawrence,45,1,3,0,41,40,16,20,4,0,2024
INDIANA,Nonmetropolitan County,Montgomery,14,0,4,0,10,121,22,79,20,1,2024
INDIANA,Nonmetropolitan County,Noble,15,0,5,2,8,102,34,49,19,2,2024
INDIANA,Nonmetropolitan County,Perry,15,0,0,0,15,29,5,15,9,1,2024
INDIANA,Nonmetropolitan County,Steuben,8,0,4,0,4,155,37,94,24,0,2024
IOWA,Metropolitan County,Benton,24,0,6,0,18,69,12,46,11,1,2024
IOWA,Metropolitan County,Black Hawk,7,0,2,0,5,97,50,34,13,0,2024
IOWA,Metropolitan County,Boone,11,0,2,0,9,16,5,9,2,0,2024
IOWA,Metropolitan County,Bremer,8,0,1,0,7,18,5,8,5,0,2024
IOWA,Metropolitan County,Dallas,42,0,4,0,38,47,16,27,4,1,2024
IOWA,Metropolitan County,Dubuque,42,1,19,0,22,98,26,63,9,1,2024
IOWA,Metropolitan County,Grundy,13,0,0,0,13,38,23,12,3,0,2024
IOWA,Metropolitan County,Guthrie,5,0,0,3,2,20,4,12,4,1,2024
IOWA,Metropolitan County,Jasper,6,0,2,0,4,67,19,33,15,1,2024
IOWA,Metropolitan County,Johnson,52,0,7,0,45,121,38,72,11,3,2024
IOWA,Metropolitan County,Jones,5,0,0,0,5,25,4,19,2,0,2024
IOWA,Metropolitan County,Linn,31,5,6,0,20,118,34,63,21,0,2024
IOWA,Metropolitan County,Madison,21,0,0,0,21,22,5,14,3,0,2024
IOWA,Metropolitan County,Mills,7,0,0,0,7,50,11,35,4,3,2024
IOWA,Metropolitan County,Polk,63,4,4,6,49,593,54,479,60,2,2024
IOWA,Metropolitan County,Pottawattamie,38,0,18,0,20,128,20,88,20,2,2024
IOWA,Metropolitan County,Scott,30,1,1,0,28,154,12,122,20,1,2024
IOWA,Metropolitan County,Story,11,0,3,0,8,65,20,32,13,0,2024
IOWA,Metropolitan County,Warren,31,0,2,0,29,68,9,50,9,0,2024
IOWA,Metropolitan County,Washington,32,0,12,0,20,60,6,41,13,1,2024
IOWA,Metropolitan County,Woodbury,30,0,2,1,27,63,17,29,17,4,2024
IOWA,Nonmetropolitan County,Adair,0,0,0,0,0,12,5,3,4,0,2024
IOWA,Nonmetropolitan County,Adams,1,0,0,0,1,2,0,2,0,0,2024
IOWA,Nonmetropolitan County,Allamakee,7,0,2,0,5,15,1,13,1,0,2024
IOWA,Nonmetropolitan County,Appanoose,2,0,0,0,2,52,18,21,13,2,2024
IOWA,Nonmetropolitan County,Buchanan,22,0,4,0,18,45,10,26,9,0,2024
IOWA,Nonmetropolitan County,Buena Vista,9,0,1,0,8,26,9,12,5,0,2024
IOWA,Nonmetropolitan County,Butler,2,0,0,0,2,12,4,6,2,0,2024
IOWA,Nonmetropolitan County,Adams,3,0,0,0,3,4,1,1,2,0,2024
IOWA,Nonmetropolitan County,Cass,5,0,1,0,4,47,14,27,6,0,2024
IOWA,Nonmetropolitan County,Cedar,11,0,2,0,9,35,13,19,3,0,2024
IOWA,Nonmetropolitan County,Cerro Gordo,5,0,0,0,5,30,12,16,2,0,2024
IOWA,Nonmetropolitan County,Cherokee,1,0,0,0,1,4,1,3,0,0,2024
IOWA,Nonmetropolitan County,Chickasaw,6,0,0,0,6,19,2,16,1,1,2024
IOWA,Nonmetropolitan County,Clarke,4,0,0,0,4,19,8,8,3,0,2024
IOWA,Nonmetropolitan County,Clay,2,0,0,0,2,11,5,5,1,0,2024
IOWA,Nonmetropolitan County,Clayton,7,0,0,0,7,14,6,8,0,0,2024
IOWA,Nonmetropolitan County,Clinton,17,0,2,1,14,78,24,41,13,0,2024
IOWA,Nonmetropolitan County,Crawford,2,0,0,0,2,12,3,2,7,1,2024
IOWA,Nonmetropolitan County,Davis,1,0,0,0,1,3,1,1,1,0,2024
IOWA,Nonmetropolitan County,Delaware,17,0,1,0,16,8,1,4,3,1,2024
IOWA,Nonmetropolitan County,Des Moines,24,0,1,0,23,76,25,43,8,0,2024
IOWA,Nonmetropolitan County,Emmet,0,0,0,0,0,2,0,1,1,0,2024
IOWA,Nonmetropolitan County,Fayette,10,0,1,0,9,8,2,5,1,0,2024
IOWA,Nonmetropolitan County,Floyd,11,0,1,0,10,12,4,6,2,0,2024
IOWA,Nonmetropolitan County,Franklin,8,0,1,0,7,7,1,4,2,0,2024
IOWA,Nonmetropolitan County,Fremont,19,0,3,1,15,35,8,21,6,0,2024
IOWA,Nonmetropolitan County,Greene,8,1,0,0,7,31,17,13,1,2,2024
IOWA,Nonmetropolitan County,Hamilton,4,0,0,0,4,29,12,10,7,0,2024
IOWA,Nonmetropolitan County,Hancock,5,0,1,0,4,29,3,24,2,0,2024
IOWA,Nonmetropolitan County,Hardin,10,0,3,0,7,62,24,26,12,1,2024
IOWA,Nonmetropolitan County,Henry,13,0,1,0,12,19,7,9,3,0,2024
IOWA,Nonmetropolitan County,Humboldt,8,0,3,0,5,44,8,31,5,0,2024
IOWA,Nonmetropolitan County,Ida,6,0,1,0,5,22,5,14,3,0,2024
IOWA,Nonmetropolitan County,Iowa,6,0,2,0,4,39,6,28,5,0,2024
IOWA,Nonmetropolitan County,Jackson,15,0,0,0,15,34,12,21,1,2,2024
IOWA,Nonmetropolitan County,Jefferson,4,0,0,0,4,12,4,4,4,0,2024
IOWA,Nonmetropolitan County,Keokuk,12,0,2,0,10,36,13,17,6,0,2024
